,0,1,2,3,4
eye,0,0,0,0,0
eyerol,0,0,0,0,0
eyesor,0,0,0,0,0
ezra,0,0,0,0,0
fabul,0,0,0,0,0
fac,0,0,0,0,0
facad,0,0,0,0,0
face,0,0,0,0,0
facebook,0,0,0,0,0
facet,0,0,0,0,0
facial,0,0,0,0,0
facil,0,0,0,0,0
fact,0,0,1,0,0
factor,0,0,0,0,0
factori,0,0,0,0,0
fade,0,0,0,0,0
fahhhlat,0,0,0,0,0
fail,0,0,0,0,1
failsaf,0,0,0,0,0
failur,0,0,0,0,0
failure,0,0,0,0,0
fair,0,0,0,0,0
fairli,0,0,0,0,0
fake,0,0,0,0,0
fall,0,0,0,0,0
fallen,0,0,0,0,0
fals,0,0,0,0,0
fame,0,0,0,0,0
famili,0,0,0,0,0
familiar,0,0,0,0,0
family,0,0,0,0,0
famish,0,0,0,0,0
famou,0,0,0,0,0
fan,0,0,0,0,0
fanci,0,0,0,0,0
fangl,0,0,0,0,0
fannin,0,0,0,0,0
fantabul,0,0,0,0,0
fantast,0,0,0,0,0
far,1,0,0,0,0
fare,0,0,0,0,0
farmer,0,0,0,0,0
farther,0,0,0,0,0
fascist,0,0,0,0,0
fashion,0,0,0,0,0
fast,0,0,0,0,0
faster,0,0,0,0,0
fastest,0,0,0,0,0
fastfood,0,0,0,0,0
fat,0,0,0,0,0
fatal,0,0,0,0,0
fate,0,0,0,0,0
father,0,0,0,0,0
fatigu,0,0,0,0,0
fatti,0,0,0,0,0
fault,0,0,0,0,0
faulti,0,0,0,0,0
favor,0,0,0,0,0
favorit,0,0,0,0,0
favorites,0,0,0,0,0
fax,0,0,0,0,0
fay,0,0,0,0,0
fear,0,0,0,0,0
feather,0,0,0,0,0
featur,0,0,0,0,0
feb,0,0,0,0,0
fece,0,0,0,0,0
fed,0,0,0,0,0
feder,0,0,0,0,0
fee,0,0,0,0,0
feed,0,0,0,0,0
feedback,0,0,0,0,0
feel,0,0,0,0,0
feelings,0,0,0,0,0
feen,0,0,0,0,0
feet,0,0,0,0,0
fell,0,0,0,0,0
fella,0,0,0,0,0
fellow,0,0,0,0,0
felt,0,0,0,0,0
femal,0,0,0,0,0
feminin,0,0,0,0,0
fenc,0,0,0,0,0
fer,0,0,0,0,0
fernando,0,0,0,0,0
feroci,0,0,0,0,0
ferri,0,0,0,0,0
fester,0,0,0,0,0
fetch,0,0,0,0,0
feul,0,0,0,0,0
fewer,0,0,0,0,0
ff,0,0,0,0,0
fi,0,0,0,0,0
fianc,0,0,0,0,0
fiance,0,0,0,0,0
fiasco,0,0,0,0,0
fidunkin,0,0,0,0,0
field,0,0,0,0,0
fiend,0,0,0,0,0
fifteen,0,0,0,0,0
fifti,0,0,0,0,0
fight,0,0,0,0,0
fighter,0,0,0,0,0
figueroa,0,0,0,0,0
figur,0,0,1,0,0
fil,0,0,0,0,0
file,0,0,0,0,0
filet,0,0,0,0,0
filipino,0,0,0,0,0
fill,0,1,2,0,0
filler,0,0,0,0,0
fillet,0,0,0,0,0
film,0,0,0,0,0
filth,0,0,0,0,0
filthi,1,0,0,0,0
filthiest,0,0,0,0,0
fin,0,0,0,0,0
final,0,0,1,0,0
find,0,0,0,0,0
fine,0,0,0,0,0
finer,0,0,0,0,0
finest,0,0,0,0,0
finger,0,0,0,0,0
fingers,0,0,0,0,0
finish,0,0,0,0,0
fir,0,0,0,0,0
fire,0,0,0,0,0
firecrotch,0,0,0,0,0
firelight,0,0,0,0,0
fireplac,0,0,0,0,0
first,0,0,1,0,0
firstli,0,0,0,0,0
fish,0,0,0,0,0
fishi,0,0,0,0,0
fit,0,0,0,0,0
fits,0,0,0,0,0
fiv,0,0,0,0,0
five,0,0,0,0,0
fix,0,0,0,0,0
fixtur,0,0,0,0,0
fizz,0,0,0,0,0
fkin,0,0,0,0,0
fking,0,0,0,0,0
fl,0,0,0,0,0
flabbergast,0,0,0,0,0
flamingo,0,0,0,0,0
flash,0,0,0,0,0
flashi,0,0,0,0,0
flat,0,0,0,0,0
flavor,0,0,0,0,0
flavori,0,0,0,0,0
flavorless,0,0,0,0,0
flaw,0,0,0,0,0
flawless,0,0,0,0,0
fled,0,0,0,0,0
flesh,0,0,0,0,0
fletcher,0,0,0,0,0
fli,0,0,0,0,0
flight,0,0,0,0,0
flip,0,0,0,0,0
flippin,0,0,0,0,0
float,0,0,0,0,0
flood,0,0,0,0,0
floor,0,1,0,0,0
floresc,0,0,0,0,0
flour,0,0,0,0,0
flow,0,0,0,0,0
flower,0,0,0,0,0
flowin,0,0,0,0,0
flu,0,0,0,0,0
fluent,0,0,0,0,0
fluffi,0,0,0,0,0
fluke,0,0,0,0,0
flurri,0,0,0,0,0
fluster,0,0,0,0,0
fo,0,0,0,0,0
focu,0,0,0,0,0
focus,0,0,0,0,0
fodd,0,0,0,0,0
foie,0,0,0,0,0
fold,0,0,0,0,0
folk,0,0,0,0,0
follow,0,0,0,0,0
fond,0,0,0,0,0
foo,0,0,0,0,0
food,0,2,0,0,1
foodemploye,0,0,0,0,0
foodwis,0,0,0,0,0
fool,0,0,0,0,0
foolishli,0,0,0,0,0
foot,0,0,0,0,0
footbridg,0,0,0,0,0
footpath,0,0,0,0,0
forbid,0,0,0,0,0
forc,0,0,0,0,0
forcibl,0,0,0,0,0
forecast,0,0,0,0,0
foreign,0,0,0,0,0
foreigners,0,0,0,0,0
forest,0,0,0,0,0
forev,0,0,0,0,0
forever,0,0,0,0,0
forget,0,0,0,0,0
forgot,0,0,0,0,0
forgotten,0,0,0,0,0
fork,0,0,0,0,0
form,0,0,0,0,0
formal,0,0,0,0,0
former,0,0,0,0,0
formerli,0,0,0,0,0
forsook,0,0,0,0,0
forth,0,0,0,0,0
forthcom,0,0,0,0,0
fortun,0,0,0,0,0
forty,0,0,0,0,0
forward,0,0,0,0,0
fought,0,0,0,0,0
foul,0,0,0,0,0
found,0,0,0,0,0
founder,0,0,0,0,0
fountain,0,0,0,0,0
four,0,0,0,0,0
foursquar,0,0,0,0,0
fourth,0,0,0,0,0
frack,0,0,0,0,0
fraction,0,0,0,0,0
frame,0,0,0,0,0
franchis,0,0,0,0,0
franchise,0,0,0,0,0
frank,0,0,0,0,0
frankli,0,0,0,0,0
frantic,0,0,0,0,0
frap,0,0,0,0,0
frappuccino,0,0,0,0,0
frappucino,0,0,0,0,0
frat,0,0,0,0,0
fre,0,0,0,0,0
freak,0,0,0,0,0
freakin,0,0,0,0,0
free,0,0,0,0,0
freedom,0,0,0,0,0
freeli,0,0,0,0,0
freeway,0,0,0,0,0
freez,0,0,0,0,0
freezer,0,0,0,0,0
french,0,0,0,0,0
frequent,0,0,0,0,0
fresh,0,0,0,0,0
fresher,0,0,0,0,0
freshli,0,0,0,0,0
freshness,0,0,0,0,0
fri,0,0,0,0,0
frickin,0,0,0,0,0
friday,0,0,0,0,0
friend,0,0,0,0,0
friendli,0,0,0,0,0
friendly,0,0,0,0,0
frier,0,0,0,0,0
fries,0,0,0,0,0
friggin,0,0,0,0,0
frite,0,0,0,0,0
frog,0,0,0,0,0
frogger,0,0,0,0,0
front,0,1,0,0,0
frown,0,0,0,0,0
frozen,0,0,0,0,0
fructos,0,0,0,0,0
fruit,0,0,0,0,0
frustrat,0,0,0,0,0
fryer,0,0,0,0,0
ftr,0,0,0,0,0
fuce,0,0,0,0,0
fuck,0,0,0,0,0
fucker,0,0,0,0,0
fudg,0,0,0,0,0
fuel,0,0,0,0,0
fulfil,0,0,0,0,0
full,0,0,0,0,0
fulli,0,0,0,0,0
fume,0,0,0,0,0
fun,0,0,0,0,0
function,0,0,0,0,0
fund,0,0,0,0,0
funki,0,0,0,0,0
funni,0,0,0,0,0
furiou,0,0,0,0,0
furnitur,0,0,0,0,0
furtur,0,0,0,0,0
fuse,0,0,0,0,0
fuss,0,0,0,0,0
futil,0,0,0,0,0
futur,0,0,0,0,0
fwi,0,0,0,0,0
fyi,0,0,0,0,0
ga,0,0,0,0,1
gadaam,0,0,0,0,0
gain,0,0,0,0,0
gal,0,0,0,0,0
galaxi,0,0,0,0,0
galleria,0,0,0,0,0
galor,0,0,0,0,0
gambl,0,0,0,0,0
game,0,0,0,0,0
gameplan,0,0,0,0,0
games,0,0,0,0,0
gamezthi,0,0,0,0,0
gang,0,0,0,0,0
garag,0,0,0,0,0
garbag,0,0,0,0,0
garden,0,0,0,0,0
garland,0,0,0,0,0
garlic,0,0,0,0,0
garnish,0,0,0,0,0
garwood,0,0,0,0,0
gas,0,0,0,0,0
gasolin,0,0,0,0,0
gasp,0,0,0,0,0
gate,0,0,0,0,0
gather,0,0,0,0,0
gave,0,0,1,0,0
gawd,0,0,0,0,0
gay,0,0,0,0,0
gear,0,0,0,0,0
gee,0,0,0,0,0
geeki,0,0,0,0,0
geesh,0,0,0,0,0
geessshhh,0,0,0,0,0
geez,0,0,0,0,0
gender,0,0,0,0,0
gene,0,0,0,0,0
gener,0,0,0,0,0
generos,0,0,0,0,0
genial,0,0,0,0,0
gent,0,0,0,0,0
gentelman,0,0,0,0,0
gentl,0,0,0,0,0
gentleman,0,0,0,0,0
gentli,0,0,0,0,0
genuin,0,0,0,0,0
germ,0,0,0,0,0
german,0,0,0,0,0
germani,0,0,0,0,0
gessner,0,0,0,0,0
gestur,0,0,0,0,0
get,1,0,0,0,0
getaway,0,0,0,0,0
gettin,0,0,0,0,0
gf,0,0,0,0,0
ggrrr,0,0,0,0,0
ghastli,0,0,0,0,0
ghetto,0,0,0,0,0
ghost,0,0,0,0,0
giant,0,0,0,0,0
gif,0,0,0,0,0
gift,0,0,0,0,0
gigant,0,0,0,0,0
ginorm,0,0,0,0,0
girl,0,0,0,0,0
girlfriend,0,0,0,0,0
give,0,0,0,1,0
given,0,0,0,0,1
giver,0,0,0,0,0
glad,0,0,0,0,0
gladiat,0,0,0,0,0
glanc,0,0,0,0,0
glare,0,0,0,0,0
glass,0,0,0,0,0
glasses,0,0,0,0,0
glen,0,0,0,0,0
glendal,0,0,0,0,0
glenoak,0,0,0,0,0
glisan,0,0,0,0,0
global,0,0,0,0,0
globe,0,0,0,0,0
glory,0,0,0,0,0
glove,0,0,0,0,0
glow,0,0,0,0,0
glower,0,0,0,0,0
gm,0,0,0,0,0
go,0,0,0,0,1
goal,0,0,0,0,0
gob,0,0,0,0,0
god,0,0,0,0,0
goddamn,0,0,0,0,0
godli,0,0,0,0,0
goe,0,0,0,0,0
goer,0,0,0,0,0
goes,0,0,0,0,0
goilng,0,0,0,0,0
goin,0,0,0,0,0
gold,0,0,0,0,0
golden,0,0,0,0,0
goldman,0,0,0,0,0
golf,0,0,0,0,0
gon,0,0,0,0,0
gone,0,0,0,0,0
gonzalez,0,0,0,0,0
good,0,0,0,0,0
goods,0,0,0,0,0
goody,0,0,0,0,0
goof,0,0,0,0,0
goofbal,0,0,0,0,0
goofi,0,0,0,0,0
googl,0,0,0,0,0
goos,0,0,0,0,0
goosebump,0,0,0,0,0
gor,0,0,0,0,0
gordon,0,0,0,0,0
gorilla,0,0,0,0,0
gosh,0,0,0,0,0
gossip,0,0,0,0,0
got,0,0,0,0,0
gota,0,0,0,0,0
goto,0,0,0,0,0
gotten,0,0,0,0,0
goup,0,0,0,0,0
gourmet,0,0,0,0,0
gov,0,0,0,0,0
govern,0,0,0,0,0
gr,0,0,0,0,0
gra,0,0,0,0,0
grab,0,0,0,0,0
grace,0,0,0,0,0
graciou,0,0,0,0,0
grade,0,0,0,0,0
graduat,0,0,0,0,0
graffiti,0,0,0,0,0
grand,0,0,0,0,0
grandkid,0,0,0,0,0
grandma,0,0,0,0,0
grandpa,0,0,0,0,0
grandson,0,0,0,0,0
grant,0,0,0,0,0
grape,0,0,0,0,0
grasp,0,0,0,0,0
grate,0,0,0,0,0
grave,0,0,0,0,0
graveyard,0,0,0,0,0
gravi,0,0,0,0,0
gray,0,0,0,0,0
grayson,0,0,0,0,0
greas,0,0,0,0,0
grease,0,0,0,0,0
greasi,0,0,0,0,0
greasy,0,0,0,0,0
great,0,0,0,0,0
greater,0,0,0,0,0
greatest,0,0,0,0,0
greatli,0,0,0,0,0
green,0,0,0,0,0
greenwich,0,0,0,0,0
greet,0,1,0,0,0
greetyou,0,0,0,0,0
gregari,0,0,0,0,0
gremlin,0,0,0,0,0
grenad,0,0,0,0,0
grew,0,0,0,0,0
grewup,0,0,0,0,0
grey,0,0,0,0,0
greyhound,0,0,0,0,0
grievanc,0,0,0,0,0
griffin,0,0,0,0,1
grill,0,0,0,0,0
grime,0,0,0,0,0
grimi,0,0,0,0,0
grimmac,0,0,0,0,0
grin,0,0,0,0,0
grip,0,0,0,0,0
gripe,0,0,0,0,0
gristl,0,0,0,0,0
grittier,0,0,0,0,0
groceri,0,0,0,0,0
groom,0,0,0,0,0
grope,0,0,0,0,0
gross,0,0,0,0,0
grosser,0,0,0,0,0
ground,0,0,0,0,0
group,0,0,0,0,0
grove,0,0,0,0,0
grow,0,0,1,0,0
growl,0,0,0,0,0
grown,0,0,0,0,0
grr,0,0,0,0,0
grrr,0,0,0,0,0
grrrrrrrrrrr,0,0,0,0,0
grub,0,0,0,0,0
gruel,0,0,0,0,0
grumpi,0,0,0,0,0
grumpysauru,0,0,0,0,0
gson,0,0,0,0,0
guarante,0,0,0,0,0
guard,0,0,0,0,0
guarente,0,0,0,0,0
guess,0,0,0,0,0
guest,0,0,0,0,0
guidanc,0,0,0,0,0
guidlin,0,0,0,0,0
guilt,0,0,0,0,0
guilti,0,0,0,0,0
gun,0,0,0,0,0
gunfir,0,0,0,0,0
gunfireif,0,0,0,0,0
gunpoint,0,0,0,0,0
gunshot,0,0,0,0,0
gurt,0,0,0,0,0
gus,0,0,0,0,0
gush,0,0,0,0,0
gut,0,0,0,0,0
guy,0,0,0,0,0
guys,0,0,0,0,0
gym,0,0,0,0,0
gyro,0,0,0,0,0
gyros,0,0,0,0,0
h2,0,0,0,0,0
ha,0,0,0,0,0
habanero,0,0,0,0,0
habit,0,0,0,0,0
habits,0,0,0,0,0
haggl,0,0,0,0,0
hah,0,0,0,0,0
haha,0,0,0,0,0
hahaah,0,0,0,0,0
hahai,0,0,0,0,0
hahanow,0,0,0,0,0
hair,0,0,0,0,0
hairi,0,0,0,0,0
hairnet,0,0,0,0,0
hairspray,0,0,0,0,0
hairstyl,0,0,0,0,0
half,0,0,0,0,0
halfway,0,0,0,0,0
hallmark,0,0,0,0,0
halst,0,0,0,0,0
ham,0,0,0,0,0
hamburg,0,0,0,0,0
hamburglar,0,0,0,0,0
hand,0,0,0,0,0
handcuf,0,0,0,0,0
handcuff,0,0,0,0,0
handi,0,0,0,0,0
handicap,0,0,0,0,0
handl,0,0,0,0,0
handlebar,0,0,0,0,0
handler,0,0,0,0,0
hands,0,0,0,0,0
handsom,0,0,0,0,0
hang,0,0,0,0,0
hangout,0,0,0,0,0
hangov,0,0,0,0,0
hanker,0,0,0,0,0
hap,0,0,0,0,0
happen,0,0,1,0,0
happened,0,0,0,0,0
happi,0,0,0,0,0
happier,0,0,0,0,0
happili,0,0,0,0,0
harass,0,0,0,0,0
harassed,0,0,0,0,0
hard,0,0,0,0,0
hardcore,0,0,0,0,0
harden,0,0,0,0,0
harder,0,0,0,0,0
hardli,0,0,0,0,0
harlem,0,0,0,0,0
harlem3,0,0,0,0,0
harlem4,0,0,0,0,0
harley,0,0,0,0,0
harm,0,0,0,0,0
harmless,0,0,0,0,0
harshbrown,0,0,0,0,0
hartsfield,0,0,0,0,0
hasbrown,0,0,0,0,0
hash,0,0,0,0,0
hashbrown,0,0,0,0,0
hashy,0,0,0,0,0
hasnt,0,0,0,0,0
hassl,0,0,0,0,0
hate,0,0,0,0,0
hater,0,0,0,0,0
hatin,0,0,0,0,0
hatr,0,0,0,0,0
haul,0,0,0,0,0
haunt,0,0,0,0,0
hav,0,0,0,0,0
havent,0,0,0,0,0
hawthorn,0,0,0,0,0
hazard,0,0,0,0,0
haze,0,0,0,0,0
hazelnut,0,0,0,0,0
hd,0,0,0,0,0
hdtv,0,0,0,0,0
head,0,0,0,0,0
headach,0,0,0,0,0
headlight,0,0,0,0,0
headphon,0,0,0,0,0
headquart,0,0,0,0,0
headset,0,0,0,0,0
health,0,0,0,0,0
healthi,0,0,0,0,0
healthier,0,0,0,0,0
healthiest,0,0,0,0,0
healthscor,0,0,0,0,0
hear,0,0,0,0,0
heard,0,0,1,0,0
heart,0,0,0,0,0
hearti,0,0,0,0,0
heat,0,0,0,0,0
heater,0,0,0,0,0
heaven,0,0,0,0,0
heavi,0,0,0,0,0
heavier,0,0,0,0,0
heck,0,0,0,0,0
heckl,0,0,0,0,0
hehe,0,0,0,0,0
heheh,0,0,0,0,0
height,0,0,0,0,0
heinz,0,0,0,0,0
held,0,0,0,0,0
heli,0,0,0,0,0
hell,0,0,0,0,0
hella,0,0,0,0,0
hellhol,0,0,0,0,0
hello,0,0,0,0,0
helluva,0,0,0,0,0
help,0,1,0,0,0
helpless,0,0,0,0,0
henc,0,0,0,0,0
herb,0,0,0,0,0
herbst,0,0,0,0,0
herd,0,0,0,0,0
herepeppermint,0,0,0,0,0
hermosillo,0,0,0,0,0
heroin,0,0,0,0,0
hesit,0,0,0,0,0
hey,0,0,0,0,0
hi,0,0,0,0,0
hialeah,0,0,0,0,0
hic,0,0,0,0,0
hickey,0,0,0,0,0
hidden,0,0,0,0,0
hide,0,0,0,0,0
hideout,0,0,0,0,0
high,0,0,0,0,0
higher,0,0,0,0,0
highest,0,0,0,0,0
highland,0,0,0,0,0
highli,0,0,0,0,0
highlight,0,0,0,0,0
highway,0,0,0,0,0
hike,0,0,0,0,0
hilari,0,0,0,0,0
hilarious,0,0,0,0,0
hill,0,0,0,0,0
hillsboro,0,0,0,0,0
hillsid,0,0,0,0,0
hilton,0,0,0,0,0
hip,0,0,0,0,0
hippie,0,0,0,0,0
hipster,0,0,0,0,0
hire,0,0,0,0,0
hispan,0,0,0,0,0
hiss,0,0,0,0,0
histor,0,0,0,0,0
histori,0,0,0,0,0
history,0,0,0,0,0
hit,0,0,0,0,0
hive,0,0,0,0,0
hln,0,0,0,0,0
hm,0,0,0,0,0
hmfic,0,0,0,0,0
hmm,0,0,0,0,0
hmmm,0,0,0,0,0
hmmmmm,0,0,0,0,0
hoard,0,0,0,0,0
hoarder,0,0,0,0,0
hobo,0,0,0,0,0
hockey,0,0,0,0,0
holcomb,0,0,0,0,0
hold,0,0,0,0,0
holder,0,0,0,0,0
hole,0,0,0,0,0
holi,0,0,0,0,0
holiday,0,0,0,0,0
holler,0,0,0,0,0
homag,0,0,0,0,0
home,0,0,0,0,0
homeless,0,0,0,0,0
homemad,0,0,0,0,0
homi,0,0,0,0,0
homless,0,0,0,0,0
honda,0,0,0,0,0
honest,0,0,0,0,0
honestli,0,0,0,0,0
honey,0,0,0,0,0
honk,0,0,0,0,0
honolulu,0,0,0,0,0
honor,0,0,0,0,0
hoo,0,0,0,0,0
hood,0,0,0,0,0
hoodrat,0,0,0,0,0
hook,0,0,0,0,0
hooker,0,0,0,0,0
hooligan,0,0,0,0,0
hoolligan,0,0,0,0,0
hoop,0,0,0,0,0
hooray,0,0,0,0,0
hop,0,0,0,0,0
hope,0,0,0,0,0
hopping,0,0,0,0,0
hord,0,0,0,0,0
horr,0,0,0,0,0
horrend,0,0,0,0,0
horribl,0,0,0,0,0
horrible,0,0,0,0,0
horriblerecommend,0,0,0,0,0
horrid,0,0,0,0,0
horrifi,0,0,0,0,0
horror,0,0,0,0,0
horse,0,0,0,0,0
hose,0,0,0,0,0
hospit,0,0,0,0,0
hospital,0,0,0,0,0
host,0,0,0,0,0
hostil,0,0,0,0,0
hot,0,0,0,0,0
hotb,0,0,0,0,0
hotcak,0,0,0,0,0
hotel,0,0,0,0,0
hotlin,0,0,0,0,0
hotter,0,0,0,0,0
hour,0,0,0,0,0
hours,0,0,0,0,0
hous,0,0,0,0,0
house,0,0,0,0,0
houston,0,0,0,0,0
hover,0,0,0,0,0
howev,0,0,0,0,0
howeve,0,0,0,0,0
howl,0,0,0,0,0
hq,0,0,0,0,0
hr,0,0,0,0,0
hrmmm,0,0,0,0,0
hub,0,0,0,0,0
hubbi,0,0,0,0,0
huddl,0,0,0,0,0
hudson,0,0,0,0,0
huf,0,0,0,0,0
huff,0,0,0,0,0
hug,0,0,0,0,0
huge,1,0,0,0,0
huh,0,0,0,0,0
human,0,0,0,0,0
humanity,0,0,0,0,0
humanli,0,0,0,0,0
humbl,0,0,0,0,0
humbug,0,0,0,0,0
humil,0,0,0,0,0
hummer,0,0,0,0,0
humor,0,0,0,0,0
humungo,0,0,0,0,0
hun,0,0,0,0,0
hundr,0,0,0,0,0
hung,0,0,0,0,0
hunger,0,0,0,0,0
hungov,0,0,0,0,0
hungri,0,0,0,0,0
hungry,0,0,0,0,0
hunk,0,0,0,0,0
hunt,0,0,0,0,0
hurri,0,0,0,0,0
hurt,0,0,0,0,0
husband,0,0,0,0,0
hust,0,0,0,0,0
hustl,0,0,0,0,0
hwi,0,0,0,0,0
hydr,0,0,0,0,0
hygien,0,0,0,0,0
hypercrit,0,0,0,0,0
ic,0,0,0,0,0
ice,0,0,0,0,0
iceberg,0,0,0,0,0
icecream,0,0,0,0,0
iced,0,0,0,0,0
ici,0,0,0,0,0
ick,0,0,0,0,0
ico,0,0,0,0,0
id,0,0,0,0,0
idea,0,0,0,0,0
ideal,0,0,0,0,0
ident,0,0,0,0,0
identif,0,0,0,0,0
identifi,0,0,1,0,0
idiocracy,0,0,0,0,0
idiot,0,0,0,0,0
idiota,0,0,0,0,0
idk,0,0,0,0,0
idkb,0,0,0,0,0
iglesia,0,0,0,0,0
ignor,0,0,0,0,0
ikea,0,0,0,0,0
il,0,0,0,0,0
ill,0,0,0,0,0
illeg,0,0,0,0,0
im,0,0,0,0,0
imag,0,0,0,0,0
imagin,0,0,0,0,0
imaginari,0,0,0,0,0
imagined,0,0,0,0,0
immacu,0,0,0,0,0
immatur,0,0,0,0,0
immedi,0,0,0,0,0
immediately,0,0,0,0,0
immigr,0,0,0,0,0
imo,0,0,0,0,0
impact,0,0,0,0,0
impair,0,0,0,0,0
impati,0,0,0,0,0
impecc,0,0,0,0,0
implement,0,0,0,0,0
impli,0,0,0,0,0
implic,0,0,0,0,0
impolit,0,0,0,0,0
import,0,0,0,0,0
importantli,0,0,0,0,0
imposs,0,0,0,0,0
impound,0,0,0,0,0
impress,0,0,0,0,0
improv,0,0,0,0,0
inabl,0,0,0,0,0
inaccur,0,0,0,0,0
inadequ,0,0,0,0,0
inappropri,0,0,0,0,0
inc,0,0,0,0,0
inch,0,0,0,0,0
incid,0,0,0,0,0
incident,0,0,0,0,0
includ,0,0,0,0,0
incoher,0,0,0,0,0
incommodious,0,0,0,0,0
incompet,0,0,1,0,0
incompetent,0,0,0,0,0
incomplet,0,0,1,0,0
incomprehens,0,0,0,0,0
inconsist,0,0,0,0,0
inconveni,0,0,0,0,0
inconvenienc,0,0,0,0,0
incorpor,0,0,0,0,0
incorrect,0,0,0,0,0
incorrectli,0,0,0,0,0
increas,0,0,0,0,0
incred,0,0,0,0,0
inde,0,0,0,0,0
indec,0,0,0,0,0
independ,0,0,0,0,0
independence,0,0,0,0,0
indi,0,0,0,0,0
indic,0,0,0,0,0
indiffer,0,0,0,0,0
individu,0,0,0,0,0
indoor,0,0,0,0,0
induc,0,0,0,0,0
indulg,0,0,0,0,0
industri,0,0,0,0,0
industry,0,0,0,0,0
ined,0,0,0,0,0
ineffici,0,0,0,0,0
inept,0,0,0,0,0
ineptitud,0,0,0,0,0
inevit,0,0,0,0,0
inexpens,0,0,0,0,0
inexperienc,0,0,0,0,0
inexplic,0,0,0,0,0
infam,0,0,0,0,0
infect,0,0,0,0,0
inferior,0,0,0,0,0
inferno,0,0,0,0,0
infest,0,0,0,0,0
infin,0,0,0,0,0
inflat,0,0,0,0,0
info,0,0,0,0,0
inform,0,0,0,0,0
infrequ,0,0,0,0,0
infus,0,0,0,0,0
ing,0,0,0,0,0
ingenu,0,0,0,0,0
ingest,0,0,0,0,0
ingredi,0,0,0,0,0
ingress,0,0,0,0,0
inhumanity,0,0,0,0,0
inimit,0,0,0,0,0
initi,0,0,0,0,0
injuri,0,0,0,0,0
inlin,0,0,0,0,0
inmat,0,0,0,0,0
innoc,0,0,0,0,0
innov,0,0,0,0,0
inquir,0,0,0,0,0
insan,0,0,0,0,0
insert,0,0,0,0,0
insid,1,2,0,0,0
inside,0,0,0,0,0
insignific,0,0,0,0,0
insincer,0,0,0,0,0
insinu,0,0,0,0,0
insist,0,0,0,0,0
inspect,0,0,0,0,0
inspir,0,0,0,0,0
instad,0,0,0,0,0
instal,0,0,0,0,0
instanc,0,0,0,0,0
instance,0,0,0,0,0
instant,0,0,0,0,0
instead,0,0,0,0,0
institut,0,0,0,0,0
instruct,0,0,0,0,0
insuffici,0,0,0,0,0
insult,0,0,0,0,0
insur,0,0,0,0,0
integrity,0,0,0,0,0
intel,0,0,0,0,0
intellig,0,0,0,0,0
intend,0,0,0,0,0
intent,0,0,0,0,0
interact,0,0,0,0,0
intercom,0,0,0,0,0
interest,0,0,0,0,0
interf,0,0,0,0,0
interior,0,0,0,0,0
intermediari,0,0,0,0,0
intern,0,0,0,0,0
internet,0,0,0,0,0
interpret,0,0,0,0,0
interrupt,0,0,0,0,0
intersect,0,0,0,0,0
intertwin,0,0,0,0,0
interven,0,0,1,0,0
intervent,0,0,0,0,0
intestin,0,0,0,0,0
intimid,0,0,0,0,0
intoler,0,0,0,0,0
introduc,0,0,0,0,0
intuit,0,0,0,0,0
invalid,0,0,0,0,0
invari,0,0,0,0,0
invent,0,0,0,0,0
investig,0,0,0,0,0
invit,0,0,0,0,0
involv,0,0,0,0,0
iota,0,0,0,0,0
iq,0,0,0,0,0
irk,0,0,0,0,0
iron,0,0,0,0,0
ironi,0,0,0,0,0
irrespons,0,0,0,0,0
irrit,0,0,0,0,0
irvin,0,0,0,0,0
ish,0,0,0,0,0
island,0,0,0,0,0
isol,0,0,0,0,0
issu,0,0,0,0,0
issue,0,0,0,0,0
ita,0,0,0,0,0
italian,0,0,0,0,0
itani,0,0,0,0,0
itchi,0,0,0,0,0
item,0,0,0,0,0
items,0,0,0,0,0
iti,0,0,0,0,0
itthat,0,0,0,0,0
iv,0,0,0,0,0
ive,0,0,0,0,0
iyf,0,0,0,0,0
jack,0,0,0,0,0
jacket,0,0,0,0,0
jackson,0,0,0,0,0
jade,0,0,0,0,0
jalape,0,0,0,0,0
jalapeno,0,0,0,0,0
jalepeno,0,0,0,0,0
jam,0,0,0,0,0
jame,0,0,0,0,0
jan,0,0,0,0,0
janitor,0,0,0,0,0
januari,0,0,0,0,0
japan,0,0,0,0,0
jar,0,0,0,0,0
jaunt,0,0,0,0,0
jazz,0,0,0,0,0
jealou,0,0,0,0,0
jean,0,0,0,0,0
jed,0,0,0,0,0
jedi,0,0,0,0,0
jeez,0,0,0,0,0
jelli,0,0,0,0,0
jerk,0,0,0,0,0
jerki,0,0,0,0,0
jersey,0,0,0,0,0
jess,0,0,0,0,0
jessica,0,0,0,0,0
jesu,0,0,0,0,0
jesuischarli,0,0,0,0,0
jewel,0,0,0,0,0
jgv,0,0,0,0,0
jiff,0,0,0,0,0
jimmi,0,0,0,0,0
jk,0,0,0,0,0
joann,0,0,0,0,0
job,0,0,0,0,0
jobless,0,0,0,0,0
jodido,0,0,0,0,0
joe,0,0,0,0,0
jog,0,0,0,0,0
john,0,0,0,0,0
join,0,0,0,0,0
joint,0,0,0,0,0
joke,0,0,0,0,0
joker,0,0,0,0,0
jolli,0,0,0,0,0
jones,0,0,0,0,0
jose,0,0,0,0,0
journey,0,0,0,0,0
joy,0,0,0,0,0
jpg,0,0,0,0,0
jpgask,0,0,0,0,0
jr,0,0,0,0,0
